Node,forT,P,Q
14,68,0.000000000000,0.000000000000
14,69,0.000000000000,0.000000000000
14,70,0.000000000000,0.000000000000
50,68,173.631130588600,0.000000000000
50,69,173.631130588600,0.000000000000
50,70,173.631130588600,0.000000000000
51,68,0.000000000000,0.000000000000
51,69,0.000000000000,0.000000000000
51,70,0.000000000000,0.000000000000
52,68,0.000000000000,0.000000000000
52,69,0.000000000000,0.000000000000
52,70,0.000000000000,0.000000000000
53,68,0.000000000000,0.000000000000
53,69,0.000000000000,0.000000000000
53,70,0.000000000000,0.000000000000
54,68,439.000000000000,0.000000000000
54,69,439.000000000000,0.000000000000
54,70,439.000000000000,0.000000000000
55,68,0.000000000000,0.000000000000
55,69,0.000000000000,0.000000000000
55,70,0.000000000000,0.000000000000
56,68,0.000000000000,0.000000000000
56,69,0.000000000000,0.000000000000
56,70,0.000000000000,0.000000000000
57,68,0.000000000000,0.000000000000
57,69,0.000000000000,0.000000000000
57,70,0.000000000000,0.000000000000
58,68,0.000000000000,0.000000000000
58,69,0.000000000000,0.000000000000
58,70,0.000000000000,0.000000000000
59,68,0.000000000000,0.000000000000
59,69,0.000000000000,0.000000000000
59,70,0.000000000000,0.000000000000
60,68,0.000000000000,0.000000000000
60,69,0.000000000000,0.000000000000
60,70,0.000000000000,0.000000000000
61,68,0.000000000000,0.000000000000
61,69,0.000000000000,0.000000000000
61,70,0.000000000000,0.000000000000
62,68,50.000000000000,0.000000000000
62,69,50.000000000000,0.000000000000
62,70,50.000000000000,0.000000000000
63,68,0.000000000000,0.000000000000
63,69,0.000000000000,0.000000000000
63,70,0.000000000000,0.000000000000
64,68,0.000000000000,0.000000000000
64,69,0.000000000000,0.000000000000
64,70,0.000000000000,0.000000000000
65,68,0.000000000000,0.000000000000
65,69,0.000000000000,0.000000000000
65,70,0.000000000000,0.000000000000
66,68,0.000000000000,0.000000000000
66,69,0.000000000000,0.000000000000
66,70,0.000000000000,0.000000000000
67,68,0.000000000000,0.000000000000
67,69,0.000000000000,0.000000000000
67,70,0.000000000000,0.000000000000
68,68,0.000000000000,0.000000000000
68,69,0.000000000000,0.000000000000
68,70,0.000000000000,0.000000000000
69,68,0.000000000000,0.000000000000
69,69,0.000000000000,0.000000000000
69,70,0.000000000000,0.000000000000
70,68,0.000000000000,0.000000000000
70,69,0.000000000000,0.000000000000
70,70,0.000000000000,0.000000000000
71,68,0.000000000000,0.000000000000
71,69,0.000000000000,0.000000000000
71,70,0.000000000000,0.000000000000
72,68,0.000000000000,0.000000000000
72,69,0.000000000000,0.000000000000
72,70,0.000000000000,0.000000000000
73,68,0.000000000000,0.000000000000
73,69,0.000000000000,0.000000000000
73,70,0.000000000000,0.000000000000
74,68,30.000000000000,0.000000000000
74,69,30.000000000000,0.000000000000
74,70,30.000000000000,0.000000000000
75,68,0.000000000000,0.000000000000
75,69,0.000000000000,0.000000000000
75,70,0.000000000000,0.000000000000
76,68,0.000000000000,0.000000000000
76,69,0.000000000000,0.000000000000
76,70,0.000000000000,0.000000000000
77,68,0.000000000000,0.000000000000
77,69,0.000000000000,0.000000000000
77,70,0.000000000000,0.000000000000
78,68,0.000000000000,0.000000000000
78,69,0.000000000000,0.000000000000
78,70,0.000000000000,0.000000000000
79,68,0.000000000000,0.000000000000
79,69,0.000000000000,0.000000000000
79,70,0.000000000000,0.000000000000
82,68,-18.715947233530,0.000000000000
82,69,-19.222415425170,0.000000000000
82,70,-19.728883616800,0.000000000000
83,68,0.000000000000,0.000000000000
83,69,0.000000000000,0.000000000000
83,70,0.000000000000,0.000000000000
84,68,0.000000000000,0.000000000000
84,69,0.000000000000,0.000000000000
84,70,0.000000000000,0.000000000000
85,68,0.000000000000,0.000000000000
85,69,0.000000000000,0.000000000000
85,70,0.000000000000,0.000000000000
86,68,0.000000000000,0.000000000000
86,69,0.000000000000,0.000000000000
86,70,0.000000000000,0.000000000000
87,68,0.000000000000,0.000000000000
87,69,0.000000000000,0.000000000000
87,70,0.000000000000,0.000000000000
88,68,0.000000000000,0.000000000000
88,69,0.000000000000,0.000000000000
88,70,0.000000000000,0.000000000000
89,68,0.000000000000,0.000000000000
89,69,0.000000000000,0.000000000000
89,70,0.000000000000,0.000000000000
90,68,0.000000000000,0.000000000000
90,69,0.000000000000,0.000000000000
90,70,0.000000000000,0.000000000000
91,68,0.000000000000,0.000000000000
91,69,0.000000000000,0.000000000000
91,70,0.000000000000,0.000000000000
92,68,0.000000000000,0.000000000000
92,69,0.000000000000,0.000000000000
92,70,0.000000000000,0.000000000000
93,68,0.000000000000,0.000000000000
93,69,0.000000000000,0.000000000000
93,70,0.000000000000,0.000000000000
94,68,0.000000000000,0.000000000000
94,69,0.000000000000,0.000000000000
94,70,0.000000000000,0.000000000000
95,68,0.000000000000,0.000000000000
95,69,0.000000000000,0.000000000000
95,70,0.000000000000,0.000000000000
96,68,0.000000000000,0.000000000000
96,69,0.000000000000,0.000000000000
96,70,0.000000000000,0.000000000000
97,68,0.000000000000,0.000000000000
97,69,0.000000000000,0.000000000000
97,70,0.000000000000,0.000000000000
98,68,230.734511628100,0.000000000000
98,69,230.563744323800,0.000000000000
98,70,230.587368310000,0.000000000000
101,68,0.000000000000,0.000000000000
101,69,0.000000000000,0.000000000000
101,70,0.000000000000,0.000000000000
102,68,4.250158722333,0.000000000000
102,69,4.250158722333,0.000000000000
102,70,4.250158722333,0.000000000000
103,68,0.000000000000,0.000000000000
103,69,0.000000000000,0.000000000000
103,70,0.000000000000,0.000000000000
105,68,0.000000000000,0.000000000000
105,69,0.000000000000,0.000000000000
105,70,0.000000000000,0.000000000000
106,68,0.000000000000,0.000000000000
106,69,0.000000000000,0.000000000000
106,70,0.000000000000,0.000000000000
107,68,0.000000000000,0.000000000000
107,69,0.000000000000,0.000000000000
107,70,0.000000000000,0.000000000000
108,68,0.000000000000,0.000000000000
108,69,0.000000000000,0.000000000000
108,70,0.000000000000,0.000000000000
109,68,0.000000000000,0.000000000000
109,69,0.000000000000,0.000000000000
109,70,0.000000000000,0.000000000000
110,68,0.000000000000,0.000000000000
110,69,0.000000000000,0.000000000000
110,70,0.000000000000,0.000000000000
111,68,0.000000000000,0.000000000000
111,69,0.000000000000,0.000000000000
111,70,0.000000000000,0.000000000000
112,68,0.000000000000,0.000000000000
112,69,0.000000000000,0.000000000000
112,70,0.000000000000,0.000000000000
113,68,0.000000000000,0.000000000000
113,69,0.000000000000,0.000000000000
113,70,0.000000000000,0.000000000000
114,68,0.000000000000,0.000000000000
114,69,0.000000000000,0.000000000000
114,70,0.000000000000,0.000000000000
115,68,0.150000000000,0.000000000000
115,69,0.150000000000,0.000000000000
115,70,0.150000000000,0.000000000000
116,68,0.000000000000,0.000000000000
116,69,0.000000000000,0.000000000000
116,70,0.000000000000,0.000000000000
117,68,0.000000000000,0.000000000000
117,69,0.000000000000,0.000000000000
117,70,0.000000000000,0.000000000000
118,68,0.000000000000,0.000000000000
118,69,0.000000000000,0.000000000000
118,70,0.000000000000,0.000000000000
119,68,0.000000000000,0.000000000000
119,69,0.000000000000,0.000000000000
119,70,0.000000000000,0.000000000000
120,68,0.000000000000,0.000000000000
120,69,0.000000000000,0.000000000000
120,70,0.000000000000,0.000000000000
121,68,0.000000000000,0.000000000000
121,69,0.000000000000,0.000000000000
121,70,0.000000000000,0.000000000000
122,68,0.000000000000,0.000000000000
122,69,0.000000000000,0.000000000000
122,70,0.000000000000,0.000000000000
123,68,0.000000000000,0.000000000000
123,69,0.000000000000,0.000000000000
123,70,0.000000000000,0.000000000000
124,68,0.000000000000,0.000000000000
124,69,0.000000000000,0.000000000000
124,70,0.000000000000,0.000000000000
125,68,0.000000000000,0.000000000000
125,69,0.000000000000,0.000000000000
125,70,0.000000000000,0.000000000000
126,68,47.733516483520,0.000000000000
126,69,47.733516483520,0.000000000000
126,70,47.733516483520,0.000000000000
127,68,0.000000000000,0.000000000000
127,69,0.000000000000,0.000000000000
127,70,0.000000000000,0.000000000000
128,68,0.000000000000,0.000000000000
128,69,0.000000000000,0.000000000000
128,70,0.000000000000,0.000000000000
129,68,0.000000000000,0.000000000000
129,69,0.000000000000,0.000000000000
129,70,0.000000000000,0.000000000000
130,68,0.000000000000,0.000000000000
130,69,0.000000000000,0.000000000000
130,70,0.000000000000,0.000000000000
131,68,0.000000000000,0.000000000000
