Node,QtBids,QBid,QBidSeg,forT,QuantityLoQ,PriceLoQ,QuantityHiQ,PriceHiQ,Xlb,Xub,AlphaOmegaSet,NoNewAct
195,108353,292129,344948,68,0,31.7605955519400000,-0.0358457400000000,31.7605955519400000,1,1,0,0
195,108354,292130,344949,68,0,45.6206115737100000,0.0130685800000000,45.6206115737100000,1,1,0,0
195,108355,292131,344950,68,0,30.6152638795700000,-0.0268278060000000,30.6152638795700000,1,1,0,0
195,108356,292132,344951,68,0,40.7987422354900000,0.0417807940000000,40.7987422354900000,1,1,0,0
195,108357,292133,344952,68,0,32.0607587552800000,-0.0530200460000000,32.0607587552800000,1,1,0,0
195,108358,292134,344953,68,0,41.9642372507900000,0.0283948640000000,41.9642372507900000,1,1,0,0
342,108359,292135,344954,68,0,28.5948411754400000,-0.0113660000000000,28.5948411754400000,1,1,0,0
342,108360,292136,344955,68,0,22.7011810673200000,-0.0009213700000000,22.7011810673200000,1,1,0,0
342,108361,292137,344956,68,0,27.4959776275700000,-0.0137354760000000,27.4959776275700000,1,1,0,0
342,108362,292138,344957,68,0,43.7606717316700000,0.0047526120000000,43.7606717316700000,1,1,0,0
342,108363,292139,344958,68,0,28.3731716953900000,-0.0167802180000000,28.3731716953900000,1,1,0,0
342,108364,292140,344959,68,0,46.1776725184600000,0.0097520000000000,46.1776725184600000,1,1,0,0
1406,108365,292141,344960,68,0,29.7797825652300000,-0.0164564300000000,29.7797825652300000,1,1,0,0
1406,108366,292142,344961,68,0,47.2318424423100000,0.0042864300000000,47.2318424423100000,1,1,0,0
1406,108367,292143,344962,68,0,28.6402185632900000,-0.0136557240000000,28.6402185632900000,1,1,0,0
1406,108368,292144,344963,68,0,43.8424000300600000,0.0124534440000000,43.8424000300600000,1,1,0,0
1406,108369,292145,344964,68,0,29.3709074555500000,-0.0161387740000000,29.3709074555500000,1,1,0,0
1406,108370,292146,344965,68,0,46.2258869886100000,0.0105757840000000,46.2258869886100000,1,1,0,0
1459,108371,292147,344966,68,0,16.3274760611700000,-0.0039469340000000,16.3274760611700000,1,1,0,0
1459,108372,292148,344967,68,0,53.4171300483300000,0.0011831140000000,53.4171300483300000,1,1,0,0
1459,108373,292149,344968,68,0,55.6608088136600000,0.0038013700000000,55.6608088136600000,1,1,0,0
1459,108374,292150,344969,68,0,54.6049035978800000,0.0029907020000000,54.6049035978800000,1,1,0,0
1459,108375,292151,344970,68,0,55.6432206061200000,0.0039972600000000,55.6432206061200000,1,1,0,0
1459,108376,292152,344971,68,0,56.1785344506600000,0.0023902300000000,56.1785344506600000,1,1,0,0
1468,108377,292153,344972,68,0,29.8995823944600000,-0.0216438700000000,29.8995823944600000,1,1,0,0
1468,108378,292154,344973,68,0,47.7427157712200000,0.0090897200000000,47.7427157712200000,1,1,0,0
1468,108379,292155,344974,68,0,31.3030013901600000,-0.0270069520000000,31.3030013901600000,1,1,0,0
1468,108380,292156,344975,68,0,42.4931876431800000,0.0199804860000000,42.4931876431800000,1,1,0,0
1468,108381,292157,344976,68,0,30.5837760311700000,-0.0259121060000000,30.5837760311700000,1,1,0,0
1468,108382,292158,344977,68,0,41.6161585326400000,0.0286069540000000,41.6161585326400000,1,1,0,0
1490,108383,292159,344978,68,0,28.7845177768200000,-0.0125447100000000,28.7845177768200000,1,1,0,0
1490,108384,292160,344979,68,0,39.8491173661400000,0.0154012900000000,39.8491173661400000,1,1,0,0
1490,108385,292161,344980,68,0,27.5076383828000000,-0.0123111400000000,27.5076383828000000,1,1,0,0
1490,108386,292162,344981,68,0,45.0582186054700000,0.0091146120000000,45.0582186054700000,1,1,0,0
1490,108387,292163,344982,68,0,30.3677237299700000,-0.0221535140000000,30.3677237299700000,1,1,0,0
1490,108388,292164,344983,68,0,45.0005905205800000,0.0092237260000000,45.0005905205800000,1,1,0,0
1517,108389,292165,344984,68,0,25.2402270698700000,-0.0101167100000000,25.2402270698700000,1,1,0,0
1517,108390,292166,344985,68,0,40.3577960087400000,0.0126817200000000,40.3577960087400000,1,1,0,0
1517,108391,292167,344986,68,0,26.7301072901400000,-0.0105191400000000,26.7301072901400000,1,1,0,0
1517,108392,292168,344987,68,0,47.8257815545500000,0.0071520280000000,47.8257815545500000,1,1,0,0
1517,108393,292169,344988,68,0,29.3039163369600000,-0.0186009020000000,29.3039163369600000,1,1,0,0
1517,108394,292170,344989,68,0,47.5106832731300000,0.0084320600000000,47.5106832731300000,1,1,0,0
1522,108395,292171,344990,68,0,29.1929959917800000,-0.0197518900000000,29.1929959917800000,1,1,0,0
1522,108396,292172,344991,68,0,42.6651500257200000,0.0216372900000000,42.6651500257200000,1,1,0,0
1522,108397,292173,344992,68,0,31.3500971824400000,-0.0339598380000000,31.3500971824400000,1,1,0,0
1522,108398,292174,344993,68,0,42.6331830053500000,0.0186631920000000,42.6331830053500000,1,1,0,0
1522,108399,292175,344994,68,0,30.8264135078400000,-0.0285712600000000,30.8264135078400000,1,1,0,0
1522,108400,292176,344995,68,0,41.3739157103100000,0.0442538100000000,41.3739157103100000,1,1,0,0
1537,108401,292177,344996,68,0,27.9018560852300000,-0.0114434400000000,27.9018560852300000,1,1,0,0
1537,108402,292178,344997,68,0,41.3746557940600000,0.0046428600000000,41.3746557940600000,1,1,0,0
1537,108403,292179,344998,68,0,26.2819756801900000,-0.0090936580000000,26.2819756801900000,1,1,0,0
1537,108404,292180,344999,68,0,44.7385460461600000,0.0107970140000000,44.7385460461600000,1,1,0,0
1537,108405,292181,345000,68,0,25.0424093574700000,-0.0079005960000000,25.0424093574700000,1,1,0,0
1537,108406,292182,345001,68,0,43.7948999350100000,0.0092227060000000,43.7948999350100000,1,1,0,0
1568,108407,292183,345002,68,0,30.9204461944700000,-0.0240200200000000,30.9204461944700000,1,1,0,0
1568,108408,292184,345003,68,0,42.8373924870300000,0.0084038700000000,42.8373924870300000,1,1,0,0
1568,108409,292185,345004,68,0,30.9751219377100000,-0.0300350080000000,30.9751219377100000,1,1,0,0
1568,108410,292186,345005,68,0,42.4369593189900000,0.0227319340000000,42.4369593189900000,1,1,0,0
1568,108411,292187,345006,68,0,29.0618729685200000,-0.0210819560000000,29.0618729685200000,1,1,0,0
1568,108412,292188,345007,68,0,41.8547275495700000,0.0349931180000000,41.8547275495700000,1,1,0,0
1569,108413,292189,345008,68,0,25.9472034617100000,-0.0113885800000000,25.9472034617100000,1,1,0,0
1569,108414,292190,345009,68,0,42.8046267990700000,0.0055125800000000,42.8046267990700000,1,1,0,0
1569,108415,292191,345010,68,0,30.0177642770700000,-0.0174199940000000,30.0177642770700000,1,1,0,0
1569,108416,292192,345011,68,0,48.7854858525700000,0.0075321820000000,48.7854858525700000,1,1,0,0
1569,108417,292193,345012,68,0,29.5157145166100000,-0.0207141720000000,29.5157145166100000,1,1,0,0
1569,108418,292194,345013,68,0,44.3380150384400000,0.0139229900000000,44.3380150384400000,1,1,0,0
1593,108419,292195,345014,68,0,29.3791525469900000,-0.0154028600000000,29.3791525469900000,1,1,0,0
1593,108420,292196,345015,68,0,46.0092651148300000,0.0035888600000000,46.0092651148300000,1,1,0,0
1593,108421,292197,345016,68,0,29.9266717022200000,-0.0186010700000000,29.9266717022200000,1,1,0,0
1593,108422,292198,345017,68,0,44.6918645567500000,0.0119620280000000,44.6918645567500000,1,1,0,0
1593,108423,292199,345018,68,0,22.5070955338500000,-0.0078750100000000,22.5070955338500000,1,1,0,0
1593,108424,292200,345019,68,0,43.2280614452700000,0.0183208240000000,43.2280614452700000,1,1,0,0
1826,108425,292201,345020,68,0,29.7437703963100000,-0.0167885800000000,29.7437703963100000,1,1,0,0
1826,108426,292202,345021,68,0,49.8316161745400000,0.0039088600000000,49.8316161745400000,1,1,0,0
1826,108427,292203,345022,68,0,28.8294334971300000,-0.0180494760000000,28.8294334971300000,1,1,0,0
1826,108428,292204,345023,68,0,45.7546547767400000,0.0127220280000000,45.7546547767400000,1,1,0,0
1826,108429,292205,345024,68,0,27.7407486569700000,-0.0127015180000000,27.7407486569700000,1,1,0,0
1826,108430,292206,345025,68,0,45.6529839746800000,0.0156669560000000,45.6529839746800000,1,1,0,0
1955,108431,292207,345026,68,0,31.3990926264900000,-0.0278381500000000,31.3990926264900000,1,1,0,0
1955,108432,292208,345027,68,0,40.6416841375500000,0.0110784300000000,40.6416841375500000,1,1,0,0
1955,108433,292209,345028,68,0,28.7020150797800000,-0.0126519060000000,28.7020150797800000,1,1,0,0
1955,108434,292210,345029,68,0,41.2375973691500000,0.0324330140000000,41.2375973691500000,1,1,0,0
1955,108435,292211,345030,68,0,29.1970094953200000,-0.0179113580000000,29.1970094953200000,1,1,0,0
1955,108436,292212,345031,68,0,44.1551295340200000,0.0120092000000000,44.1551295340200000,1,1,0,0
2426,108437,292213,345032,68,0,29.6591049322700000,-0.0169258700000000,29.6591049322700000,1,1,0,0
2426,108438,292214,345033,68,0,52.9183504261900000,0.0044804300000000,52.9183504261900000,1,1,0,0
2426,108439,292215,345034,68,0,28.7303936636500000,-0.0178459960000000,28.7303936636500000,1,1,0,0
2426,108440,292216,345035,68,0,43.5569692285700000,0.0130552900000000,43.5569692285700000,1,1,0,0
2426,108441,292217,345036,68,0,30.6904258399000000,-0.0244482020000000,30.6904258399000000,1,1,0,0
2426,108442,292218,345037,68,0,44.9066068191700000,0.0158794720000000,44.9066068191700000,1,1,0,0
2497,108443,292219,345038,68,0,27.4873872355700000,-0.0115834400000000,27.4873872355700000,1,1,0,0
2497,108444,292220,345039,68,0,40.2272280193500000,0.0076484300000000,40.2272280193500000,1,1,0,0
2497,108445,292221,345040,68,0,30.7425000345300000,-0.0208503360000000,30.7425000345300000,1,1,0,0
