ID,QtBid
13431,108353
13431,108354
13431,108355
13431,108356
13431,108357
13431,108358
13432,108359
13432,108360
13432,108361
13432,108362
13432,108363
13432,108364
13433,108365
13433,108366
13433,108367
13433,108368
13433,108369
13433,108370
13434,108371
13434,108372
13434,108373
13434,108374
13434,108375
13434,108376
13435,108377
13435,108378
13435,108379
13435,108380
13435,108381
13435,108382
13436,108383
13436,108384
13436,108385
13436,108386
13436,108387
13436,108388
13437,108389
13437,108390
13437,108391
13437,108392
13437,108393
13437,108394
13438,108395
13438,108396
13438,108397
13438,108398
13438,108399
13438,108400
13439,108401
13439,108402
13439,108403
13439,108404
13439,108405
13439,108406
13440,108407
13440,108408
13440,108409
13440,108410
13440,108411
13440,108412
13441,108413
13441,108414
13441,108415
13441,108416
13441,108417
13441,108418
13442,108419
13442,108420
13442,108421
13442,108422
13442,108423
13442,108424
13443,108425
13443,108426
13443,108427
13443,108428
13443,108429
13443,108430
13444,108431
13444,108432
13444,108433
13444,108434
13444,108435
13444,108436
13445,108437
13445,108438
13445,108439
13445,108440
13445,108441
13445,108442
13446,108443
13446,108444
13446,108445
13446,108446
13446,108447
13446,108448
13447,108449
13447,108450
13447,108451
13447,108452
13447,108453
13447,108454
13448,108455
13448,108456
13448,108457
13448,108458
13448,108459
13448,108460
13449,108461
13449,108462
13449,108463
13449,108464
13449,108465
13449,108466
13450,108467
13450,108468
13450,108469
13450,108470
13450,108471
13450,108472
13451,108473
13451,108474
13451,108475
13451,108476
13451,108477
13451,108478
13452,108479
13452,108480
13452,108481
13452,108482
13452,108483
13452,108484
13453,108485
13453,108486
13453,108487
13453,108488
13453,108489
13453,108490
13454,108491
13454,108492
13454,108493
13454,108494
13454,108495
13454,108496
13455,108497
13455,108498
13455,108499
13455,108500
13455,108501
13455,108502
13456,108503
13456,108504
13456,108505
13456,108506
13456,108507
13456,108508
13457,108509
13457,108510
13457,108511
13457,108512
13457,108513
13457,108514
13458,108515
13458,108516
13458,108517
13458,108518
13458,108519
13458,108520
13459,108521
13459,108522
13459,108523
13459,108524
13459,108525
13459,108526
13460,108527
13460,108528
13460,108529
13460,108530
13460,108531
13460,108532
13461,108533
13461,108534
13461,108535
13461,108536
13461,108537
13461,108538
13462,108539
13462,108540
13462,108541
13462,108542
13462,108543
13462,108544
13463,108545
13463,108546
13463,108547
13463,108548
13463,108549
13463,108550
13464,108551
13464,108552
13464,108553
13464,108554
13464,108555
13464,108556
13465,108557
13465,108558
13465,108559
13465,108560
13465,108561
13465,108562
13466,108563
13466,108564
13466,108565
13466,108566
13466,108567
13466,108568
13467,108569
13467,108570
13467,108571
13467,108572
13467,108573
13467,108574
13468,108575
13468,108576
13468,108577
13468,108578
13468,108579
13468,108580
13469,108581
13469,108582
13469,108583
13469,108584
13469,108585
13469,108586
13470,108587
13470,108588
13470,108589
13470,108590
13470,108591
13470,108592
13471,108593
13471,108594
13471,108595
13471,108596
13471,108597
13471,108598
13472,108599
13472,108600
13472,108601
13472,108602
13472,108603
13472,108604
13473,108605
13473,108606
13473,108607
13473,108608
13473,108609
13473,108610
13474,108611
13474,108612
13474,108613
13474,108614
13474,108615
13474,108616
13475,108617
13475,108618
13475,108619
13475,108620
13475,108621
13475,108622
13476,108623
13476,108624
13476,108625
13476,108626
13476,108627
13476,108628
13477,108629
13477,108630
13477,108631
13477,108632
13477,108633
13477,108634
13478,108635
13478,108636
13478,108637
13478,108638
13478,108639
13478,108640
13479,108641
13479,108642
13479,108643
13479,108644
13479,108645
13479,108646
13480,108647
13480,108648
13480,108649
13480,108650
13480,108651
13480,108652
13481,108653
13481,108654
13481,108655
13481,108656
13481,108657
13481,108658
13482,108659
13482,108660
13482,108661
13482,108662
13482,108663
13482,108664
13483,108665
13483,108666
13483,108667
13483,108668
13483,108669
13483,108670
13484,108671
13484,108672
13484,108673
13484,108674
13484,108675
13484,108676
13485,108677
13485,108678
13485,108679
13485,108680
13485,108681
13485,108682
13486,108683
13486,108684
13486,108685
13486,108686
13486,108687
13486,108688
13487,108689
13487,108690
13487,108691
13487,108692
13487,108693
13487,108694
13488,108695
13488,108696
13488,108697
13488,108698
13488,108699
13488,108700
13489,108701
13489,108702
13489,108703
13489,108704
13489,108705
13489,108706
13490,108707
13490,108708
13490,108709
13490,108710
13490,108711
13490,108712
13491,108713
13491,108714
13491,108715
13491,108716
13491,108717
13491,108718
13492,108719
13492,108720
13492,108721
13492,108722
13492,108723
13492,108724
13493,108725
13493,108726
13493,108727
13493,108728
13493,108729
13493,108730
13494,108731
13494,108732
13494,108733
